age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,school_MS,sex_M,address_U,famsize_LE3,Pstatus_T,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes,attendance_rate,grade_avg,pass_binary,risk_category,study_efficiency,has_failures,family_edu_avg,family_edu_max
16,1,1,2,1,0,4,3,2,1,4,5,2,12,13,13,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,0.8666666666666667,12.666666666666666,1,Medium_Risk,6.333333333333333,0,1.0,1
17,4,3,2,3,0,4,4,2,1,1,4,0,11,12,12,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True,True,True,1.0,11.666666666666666,1,Medium_Risk,2.9166666666666665,0,3.5,4
19,3,3,1,4,0,4,3,3,1,2,3,4,12,12,12,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False,0.7333333333333334,12.0,1,Medium_Risk,2.4,0,3.0,3
17,4,4,1,2,0,5,3,5,4,5,3,15,13,12,12,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,0.0,12.333333333333334,1,Medium_Risk,4.111111111111112,0,4.0,4
16,2,2,1,2,0,3,3,4,1,1,4,0,13,13,13,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,True,False,False,True,True,True,False,1.0,13.0,1,Medium_Risk,4.333333333333333,0,2.0,2
18,2,2,1,2,0,4,4,4,2,4,5,10,12,11,11,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,True,True,False,0.33333333333333337,11.333333333333334,1,Medium_Risk,3.777777777777778,0,2.0,2
17,4,4,1,1,0,5,2,1,1,2,3,6,12,11,11,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,0.6,11.333333333333334,1,Medium_Risk,5.666666666666667,0,4.0,4
17,3,2,2,2,0,4,4,4,1,3,1,2,14,16,15,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,0.8666666666666667,15.0,1,Low_Risk,5.0,0,2.5,3
17,4,3,1,2,0,3,4,5,2,4,1,15,11,9,10,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,0.0,10.0,1,Medium_Risk,3.3333333333333335,0,3.5,4
18,3,3,1,2,0,3,2,4,2,4,4,10,10,10,10,False,True,True,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,False,0.33333333333333337,10.0,1,Medium_Risk,3.3333333333333335,0,3.0,3
17,2,3,2,1,0,3,3,3,1,4,3,4,12,13,13,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,0.7333333333333334,12.666666666666666,1,Medium_Risk,6.333333333333333,0,2.5,3
17,2,2,1,3,0,4,3,3,1,1,4,0,12,12,13,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,1.0,12.333333333333334,1,Medium_Risk,3.0833333333333335,0,2.0,2
17,2,1,2,2,0,4,2,5,1,2,5,0,11,10,11,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,True,True,True,False,1.0,10.666666666666666,1,Medium_Risk,3.5555555555555554,0,1.5,2
17,1,1,1,3,0,4,3,4,1,1,5,12,12,12,12,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True,False,True,0.19999999999999996,12.0,1,Medium_Risk,3.0,0,1.0,1
16,2,3,1,2,0,2,3,1,1,1,3,0,13,13,14,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,1.0,13.333333333333334,1,Low_Risk,4.444444444444445,0,2.5,3
18,2,2,2,2,3,3,3,3,5,5,4,9,10,9,10,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,True,False,0.4,9.666666666666666,1,Medium_Risk,3.222222222222222,1,2.0,2
16,4,4,1,3,0,5,3,2,1,1,5,4,15,16,16,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,True,False,0.7333333333333334,15.666666666666666,1,Low_Risk,3.9166666666666665,0,4.0,4
18,3,1,1,2,0,5,3,3,1,1,4,4,8,8,8,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True,True,True,0.7333333333333334,8.0,0,High_Risk,2.6666666666666665,0,2.0,3
17,3,2,1,2,0,5,3,4,1,3,3,2,17,18,17,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,0.8666666666666667,17.333333333333332,1,Low_Risk,5.777777777777778,0,2.5,3
17,2,3,1,2,0,5,3,3,1,3,3,0,10,11,11,False,True,True,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,1.0,10.666666666666666,1,Medium_Risk,3.5555555555555554,0,2.5,3
18,2,1,4,2,0,4,3,2,4,5,3,2,9,10,11,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True,0.8666666666666667,10.0,1,Medium_Risk,3.3333333333333335,0,1.5,2
17,2,1,2,3,0,3,2,3,1,2,3,0,15,15,16,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,1.0,15.333333333333334,1,Low_Risk,3.8333333333333335,0,1.5,2
17,4,3,1,2,0,3,2,3,1,2,3,0,14,12,12,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,1.0,12.666666666666666,1,Medium_Risk,4.222222222222222,0,3.5,4
17,2,2,2,2,0,4,5,2,1,1,1,0,12,13,13,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,1.0,12.666666666666666,1,Medium_Risk,4.222222222222222,0,2.0,2
17,4,4,1,2,0,4,5,5,1,3,2,0,13,13,13,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,False,True,True,True,True,True,1.0,13.0,1,Medium_Risk,4.333333333333333,0,4.0,4
16,4,4,1,2,0,4,2,4,2,4,1,0,13,13,14,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,True,True,False,1.0,13.333333333333334,1,Low_Risk,4.444444444444445,0,4.0,4
16,1,1,2,2,0,3,4,2,1,1,5,2,9,9,9,False,True,True,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,False,0.8666666666666667,9.0,0,High_Risk,3.0,0,1.0,1
16,3,2,2,3,0,5,3,3,1,3,2,0,12,12,12,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True,True,True,1.0,12.0,1,Medium_Risk,3.0,0,2.5,3
17,2,2,1,2,0,4,4,2,5,5,4,0,16,16,16,False,True,True,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,1.0,16.0,1,Low_Risk,5.333333333333333,0,2.0,2
16,2,1,1,1,0,4,5,2,1,1,5,4,9,10,10,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,True,0.7333333333333334,9.666666666666666,1,Medium_Risk,4.833333333333333,0,1.5,2
16,4,1,1,2,0,5,3,3,1,2,5,0,14,13,13,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,True,True,True,1.0,13.333333333333334,1,Medium_Risk,4.444444444444445,0,2.5,4
18,2,4,2,2,1,4,3,3,1,1,3,15,10,10,10,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,0.0,10.0,1,Medium_Risk,3.3333333333333335,1,3.0,4
18,2,2,1,2,1,5,3,1,1,1,5,15,9,8,10,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,0.0,9.0,1,Medium_Risk,3.0,1,2.0,2
18,3,3,2,1,1,4,1,1,1,1,3,14,8,7,7,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.06666666666666665,7.333333333333333,0,High_Risk,3.6666666666666665,1,3.0,3
18,2,2,1,1,1,4,4,3,2,2,1,15,7,8,8,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,0.0,7.666666666666667,0,High_Risk,3.8333333333333335,1,2.0,2
17,4,4,1,1,0,4,2,1,1,2,5,6,10,8,9,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,0.6,9.0,0,High_Risk,4.5,0,4.0,4
17,3,2,1,2,0,5,4,2,1,1,3,4,14,14,15,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,0.7333333333333334,14.333333333333334,1,Low_Risk,4.777777777777778,0,2.5,3
17,1,1,1,3,0,4,3,2,1,2,4,10,11,10,10,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,0.33333333333333337,10.333333333333334,1,Medium_Risk,2.5833333333333335,0,1.0,1
16,1,2,1,1,0,5,3,5,1,2,5,4,12,11,11,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.7333333333333334,11.333333333333334,1,Medium_Risk,5.666666666666667,0,1.5,2
17,2,1,3,2,0,2,1,1,1,1,3,2,13,13,13,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,0.8666666666666667,13.0,1,Medium_Risk,4.333333333333333,0,1.5,2
17,1,4,4,1,1,5,5,4,1,1,5,14,9,9,8,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,0.06666666666666665,8.666666666666666,0,High_Risk,4.333333333333333,1,2.5,4
18,2,2,1,2,0,5,5,4,3,5,2,15,8,7,8,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.0,7.666666666666667,0,High_Risk,2.555555555555556,0,2.0,2
17,2,2,1,1,1,3,1,2,1,1,1,8,11,9,10,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0.4666666666666667,10.0,1,Medium_Risk,5.0,1,2.0,2
17,1,1,2,3,0,4,3,3,1,3,5,4,15,14,15,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,0.7333333333333334,14.666666666666666,1,Low_Risk,3.6666666666666665,0,1.0,1
17,4,2,1,2,0,4,3,2,1,1,4,4,15,14,14,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False,0.7333333333333334,14.333333333333334,1,Low_Risk,4.777777777777778,0,3.0,4
17,4,3,2,2,0,2,5,5,1,4,5,8,15,15,15,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,0.4666666666666667,15.0,1,Low_Risk,5.0,0,3.5,4
17,4,4,2,2,0,3,3,3,2,3,4,0,12,12,12,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,1.0,12.0,1,Medium_Risk,4.0,0,4.0,4
16,4,3,1,1,0,5,4,5,1,1,3,7,14,14,15,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,0.5333333333333333,14.333333333333334,1,Low_Risk,7.166666666666667,0,3.5,4
16,4,4,1,1,0,5,3,2,1,2,5,4,14,15,15,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,False,0.7333333333333334,14.666666666666666,1,Low_Risk,7.333333333333333,0,4.0,4
17,4,4,1,2,0,5,3,1,1,4,5,2,11,11,12,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,True,True,0.8666666666666667,11.333333333333334,1,Medium_Risk,3.777777777777778,0,4.0,4
17,1,1,2,3,0,4,3,3,1,1,1,2,13,14,15,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,0.8666666666666667,14.0,1,Low_Risk,3.5,0,1.0,1
17,3,3,2,3,0,4,2,2,2,3,5,10,11,11,11,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,0.33333333333333337,11.0,1,Medium_Risk,2.75,0,3.0,3
17,1,1,1,2,0,4,3,2,1,1,4,10,10,9,10,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,0.33333333333333337,9.666666666666666,1,Medium_Risk,3.222222222222222,0,1.0,1
18,2,1,2,3,0,4,4,4,1,1,3,10,12,10,11,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,0.33333333333333337,11.0,1,Medium_Risk,2.75,0,1.5,2
16,2,1,3,1,0,4,3,3,1,1,4,7,15,16,16,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,0.5333333333333333,15.666666666666666,1,Low_Risk,7.833333333333333,0,1.5,2
17,1,1,1,2,0,4,3,4,1,2,5,4,11,10,11,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,0.7333333333333334,10.666666666666666,1,Medium_Risk,3.5555555555555554,0,1.0,1
17,2,3,2,1,0,5,2,2,1,1,2,2,9,12,13,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,0.8666666666666667,11.333333333333334,1,Medium_Risk,5.666666666666667,0,2.5,3
22,3,1,1,1,3,5,4,5,5,5,1,12,7,8,5,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,0.19999999999999996,6.666666666666667,0,High_Risk,3.3333333333333335,1,2.0,3
18,3,3,1,2,0,4,3,3,1,3,5,8,10,9,10,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,True,True,0.4666666666666667,9.666666666666666,1,Medium_Risk,3.222222222222222,0,3.0,3
16,0,2,1,1,0,4,3,2,2,4,5,0,11,12,11,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,1.0,11.333333333333334,1,Medium_Risk,5.666666666666667,0,1.0,2
18,3,2,2,1,0,4,4,5,2,4,5,8,7,8,7,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.4666666666666667,7.333333333333333,0,High_Risk,3.6666666666666665,0,2.5,3
16,3,3,3,2,1,5,3,3,1,3,2,4,9,11,10,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,True,True,False,0.7333333333333334,10.0,1,Medium_Risk,3.3333333333333335,1,3.0,3
18,2,1,1,1,2,3,2,5,2,5,5,4,7,8,6,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.7333333333333334,7.0,0,High_Risk,3.5,1,1.5,2
16,2,1,2,1,0,3,3,2,1,3,3,2,14,13,12,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.8666666666666667,13.0,1,Medium_Risk,6.5,0,1.5,2
17,2,1,1,1,0,4,4,2,2,4,5,0,12,12,13,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,1.0,12.333333333333334,1,Medium_Risk,6.166666666666667,0,1.5,2
17,1,1,2,1,1,4,4,4,1,2,5,0,9,10,10,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,1.0,9.666666666666666,1,Medium_Risk,4.833333333333333,1,1.0,1
18,2,1,1,2,0,4,3,4,1,3,5,2,12,12,13,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,0.8666666666666667,12.333333333333334,1,Medium_Risk,4.111111111111112,0,1.5,2
17,4,2,1,4,0,4,2,3,1,1,4,2,14,15,17,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,True,True,True,False,0.8666666666666667,15.333333333333334,1,Low_Risk,3.066666666666667,0,3.0,4
19,2,2,1,2,0,4,3,3,1,1,5,0,10,10,11,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,True,False,1.0,10.333333333333334,1,Medium_Risk,3.4444444444444446,0,2.0,2
18,2,1,3,2,1,4,4,5,4,4,5,4,11,10,11,False,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.7333333333333334,10.666666666666666,1,Medium_Risk,3.5555555555555554,1,1.5,2
17,4,2,1,3,0,4,3,4,1,3,5,2,11,12,14,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,0.8666666666666667,12.333333333333334,1,Low_Risk,3.0833333333333335,0,3.0,4
18,1,1,1,3,0,4,4,3,2,3,3,4,11,12,14,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,0.7333333333333334,12.333333333333334,1,Low_Risk,3.0833333333333335,0,1.0,1
18,2,2,1,2,0,3,2,3,1,1,5,4,11,11,13,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,0.7333333333333334,11.666666666666666,1,Medium_Risk,3.888888888888889,0,2.0,2
19,4,3,1,2,0,4,3,1,1,1,1,4,11,13,14,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,0.7333333333333334,12.666666666666666,1,Low_Risk,4.222222222222222,0,3.5,4
18,2,1,1,2,0,5,2,4,1,2,4,2,16,16,16,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,True,True,False,0.8666666666666667,16.0,1,Low_Risk,5.333333333333333,0,1.5,2
17,2,2,2,1,0,5,2,2,1,1,4,0,9,10,10,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1.0,9.666666666666666,1,Medium_Risk,4.833333333333333,0,2.0,2
17,2,2,1,4,0,3,4,1,1,1,2,2,10,11,12,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,0.8666666666666667,11.0,1,Medium_Risk,2.2,0,2.0,2
20,2,1,2,2,0,1,2,3,1,2,2,8,10,12,12,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,False,True,True,0.4666666666666667,11.333333333333334,1,Medium_Risk,3.777777777777778,0,1.5,2
18,4,3,1,2,0,3,1,2,1,3,2,2,15,15,15,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,0.8666666666666667,15.0,1,Low_Risk,5.0,0,3.5,4
18,4,3,1,2,0,4,3,2,1,1,3,2,10,10,11,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,0.8666666666666667,10.333333333333334,1,Medium_Risk,3.4444444444444446,0,3.5,4
18,3,2,1,3,0,5,3,2,1,1,3,2,10,11,12,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.8666666666666667,11.0,1,Medium_Risk,2.75,0,2.5,3
17,3,3,1,3,0,3,2,3,1,1,4,2,15,12,13,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,0.8666666666666667,13.333333333333334,1,Medium_Risk,3.3333333333333335,0,3.0,3
18,2,2,1,3,0,4,3,3,1,1,3,0,11,12,13,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,True,True,1.0,12.0,1,Medium_Risk,3.0,0,2.0,2
17,2,2,2,1,0,4,4,4,2,3,4,8,8,8,9,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.4666666666666667,8.333333333333334,0,High_Risk,4.166666666666667,0,2.0,2
18,3,4,2,2,0,4,2,5,3,4,1,6,15,16,16,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True,True,False,0.6,15.666666666666666,1,Low_Risk,5.222222222222222,0,3.5,4
17,3,1,1,2,0,5,4,4,3,4,5,0,11,11,14,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,1.0,12.0,1,Low_Risk,4.0,0,2.0,3
18,4,4,2,2,0,4,3,4,2,2,4,8,10,11,12,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True,True,False,0.4666666666666667,11.0,1,Medium_Risk,3.6666666666666665,0,4.0,4
18,4,2,1,2,0,5,4,5,1,3,5,4,10,12,14,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,True,True,True,0.7333333333333334,12.0,1,Low_Risk,4.0,0,3.0,4
18,2,1,2,2,0,4,3,5,1,2,3,12,8,9,10,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,True,True,0.19999999999999996,9.0,1,Medium_Risk,3.0,0,1.5,2
19,3,3,1,2,0,4,3,5,3,3,5,15,11,12,12,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,True,False,0.0,11.666666666666666,1,Medium_Risk,3.888888888888889,0,3.0,3
18,2,3,1,4,0,4,5,5,1,3,2,10,16,16,16,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,True,True,True,0.33333333333333337,16.0,1,Low_Risk,3.2,0,2.5,3
18,1,1,2,2,0,4,4,3,1,1,3,2,13,13,13,False,False,True,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,0.8666666666666667,13.0,1,Medium_Risk,4.333333333333333,0,1.0,1
17,1,2,1,2,0,3,5,2,2,2,1,2,16,17,18,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,0.8666666666666667,17.0,1,Low_Risk,5.666666666666667,0,1.5,2
18,2,1,1,2,0,4,2,5,1,2,1,8,14,14,15,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,0.4666666666666667,14.333333333333334,1,Low_Risk,4.777777777777778,0,1.5,2
17,2,4,2,2,0,4,3,3,1,1,1,6,15,16,16,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,True,0.6,15.666666666666666,1,Low_Risk,5.222222222222222,0,3.0,4
17,2,2,2,2,0,4,4,4,2,3,5,6,12,12,12,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,True,True,True,0.6,12.0,1,Medium_Risk,4.0,0,2.0,2
18,3,2,2,2,0,4,1,1,1,1,5,15,12,9,10,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,0.0,10.333333333333334,1,Medium_Risk,3.4444444444444446,0,2.5,3
18,4,4,2,1,0,3,2,4,1,4,3,6,11,12,12,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,True,True,False,0.6,11.666666666666666,1,Medium_Risk,5.833333333333333,0,4.0,4
18,4,4,1,2,1,2,4,4,1,1,4,2,14,12,13,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,True,0.8666666666666667,13.0,1,Medium_Risk,4.333333333333333,1,4.0,4
17,2,2,3,3,0,4,2,3,1,1,1,8,13,15,15,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True,True,0.4666666666666667,14.333333333333334,1,Low_Risk,3.5833333333333335,0,2.0,2
19,3,2,1,2,1,3,3,3,4,3,3,0,9,8,10,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,1.0,9.0,1,Medium_Risk,3.0,1,2.5,3
18,4,3,2,1,0,4,2,3,1,2,1,0,10,10,10,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,1.0,10.0,1,Medium_Risk,5.0,0,3.5,4
18,1,2,2,1,0,3,4,4,2,4,4,10,10,10,11,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.33333333333333337,10.333333333333334,1,Medium_Risk,5.166666666666667,0,1.5,2
17,4,1,2,1,0,4,5,4,2,4,5,15,11,11,10,False,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,True,True,True,0.0,10.666666666666666,1,Medium_Risk,5.333333333333333,0,2.5,4
17,3,2,1,1,0,4,4,4,3,4,3,15,13,13,13,False,True,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,True,False,0.0,13.0,1,Medium_Risk,6.5,0,2.5,3
18,1,1,2,4,0,5,2,2,1,1,3,2,17,17,18,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True,False,False,0.8666666666666667,17.333333333333332,1,Low_Risk,3.4666666666666663,0,1.0,1
18,1,1,2,2,0,5,4,4,1,1,4,0,12,13,13,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,True,True,False,1.0,12.666666666666666,1,Medium_Risk,4.222222222222222,0,1.0,1
17,2,2,1,2,0,5,4,5,1,2,5,12,12,12,14,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,0.19999999999999996,12.666666666666666,1,Low_Risk,4.222222222222222,0,2.0,2
18,2,1,2,2,0,4,3,1,1,1,5,10,12,13,14,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True,True,True,0.33333333333333337,13.0,1,Low_Risk,4.333333333333333,0,1.5,2
17,1,1,1,2,0,4,3,3,1,2,4,0,12,12,12,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,1.0,12.0,1,Medium_Risk,4.0,0,1.0,1
18,2,2,1,3,0,4,3,3,1,2,2,0,18,18,18,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,1.0,18.0,1,Low_Risk,4.5,0,2.0,2
17,1,1,1,3,0,4,3,3,1,1,3,0,13,13,14,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,True,False,1.0,13.333333333333334,1,Low_Risk,3.3333333333333335,0,1.0,1
